post_id,person,username,account_type,caption,date,label
15,Mitch McConnell,leadermcconnell,politician,"Billy Graham lifted up a nation, not because he occupied the spotlight so well, but because he knew he wasn't the one who belonged in it.",3/1/2018,1
16,Mitch McConnell,leadermcconnell,politician,"Israel's beacon of democracy must always shine through the darkness. And America will be right there, standing proudly alongside her.
Thank you for visiting the Capitol today, Mr. Prime Minister.",3/6/2018,1
17,Mitch McConnell,leadermcconnell,politician,"Barbara Bush wielded her formidable qualities on behalf of her nation, the family she loved, and the many worthy causes she supported. The nation joins the Bush family, their many friends, and all the country in their grief, and in prayer.",4/18/2018,1
18,Mitch McConnell,leadermcconnell,politician,America will miss her devoted son. I will miss my friend.,8/28/2018,1
19,Mitch McConnell,leadermcconnell,politician,I’m proud of the Senate for confirming Brett Michael Kavanaugh to be an associate justice of the Supreme Court of the United States.,10/6/2018,1
20,Mitch McConnell,leadermcconnell,politician,Justice Kavanaugh is among the very best our nation has to offer. #confirmed #tbt,10/11/2018,1
1,Elise Stefanik,elisestefanik,politician,Willsboro supporters casting their ballots for a new generation of leadership! #Ny21,11/4/2014,0
2,Elise Stefanik,elisestefanik,politician,Thanks to Congressman Bill Owens for an excellent transition meeting discussing constituent services and #NY21 district issues.,11/18/2014,0
3,Elise Stefanik,elisestefanik,politician,"Yesterday, I visited Mohawk Harvest Cooperative for the second time in Fulton County - a great local business that sells and markets NY Ag products! #golocal Great stop for holiday gifts!",12/20/2014,0
4,Elise Stefanik,elisestefanik,politician,Showing @cheerkat11 @mcflurry16 the #Ny21 office - they are excited to attend tonight's State of the Union,1/20/2015,0
5,Elise Stefanik,elisestefanik,politician,So great to see my good friend @danagibber and her sister @liniklatt at our Education and Workforce markup! We discussed their new civic engagement start up.,2/11/2015,0
6,Elise Stefanik,elisestefanik,politician,Whiteface #selfie !,3/8/2015,0
7,Elise Stefanik,elisestefanik,politician,Our district map is coming together!! #Ny21,4/13/2015,0
8,Elise Stefanik,elisestefanik,politician,Visited RBI Bats in New Bremen in Lewis County to promote job creation and NY manufacturing,5/5/2015,0
9,Elise Stefanik,elisestefanik,politician,Fun night to stop by and chat with all the College Republicans!,6/11/2015,0
10,Elise Stefanik,elisestefanik,politician,Touring #Google headquarters in DC with @repannwagner and @rep_mimiwalters before Empowered Women panel,7/14/2015,0
11,Elise Stefanik,elisestefanik,politician,Very moving meeting with lung cancer activists for their first ever rally with 150+ attendees on Capitol Hill organized by one of my constituents for Lung Cancer Awareness Month #NY21 -- Did you know the fastest growing population of lung cancer patients is young women? Did you know our veterans have a 25% higher risk for developing lung cancer than civilians? Did you know lung cancer is the leading cause of cancer death in both men and women?,11/2/2017,1
12,Elise Stefanik,elisestefanik,politician,Great to hear from local businesses like Potters Industries in Potsdam about how our legislative efforts help protect #NY21 manufacturing jobs! Thanks for engaging in the policy process 🇺🇸,12/5/2017,1
13,Elise Stefanik,elisestefanik,politician,"Pickling success! Over the holidays, I first attempted pickling with odds and ends vegetables that were unused from the fridge. Tried them yesterday and they tasted great! 🥕 (cc: @awidowfrommaine - our car ride discussion in Lewis County inspired me!)",2/11/2018,1
14,Elise Stefanik,elisestefanik,politician,Another fun photo from this morning on @uscapitol steps with Whitehall High School 10th Graders 🇺🇸,3/16/2018,1
15,Elise Stefanik,elisestefanik,politician,Wow. This book blew me away. I had the opportunity to meet the amazing Gayle Tzemach Lemmon recently in my office to discuss her upcoming book and decided to read her previous works. An incredible story of a young woman entrepreneur in Afghanistan. Highly recommend.,4/1/2018,1
16,Elise Stefanik,elisestefanik,politician,"Great to meet with this young #NY21 family from Watertown as part of the Zero to Three Program advocating for issues like childcare, early intervention programs, and children's health funding. Missing in this photo is the middle child Sasha who was snoozin' on my couch! 😴 Thanks to this hard working Mom Emily for making time to advocate for your kids!",5/8/2018,1
17,Elise Stefanik,elisestefanik,politician,#TBT - Happy Birthday today to my oldest friend @angbehling ! Found this photo recently from nursery school and just had to post. 🎂 🍰,8/9/2018,1
18,Elise Stefanik,elisestefanik,politician,One of the best places in Upstate NY! @saratogaapple for cider donuts!!! 🍎 🍏 #NY21,9/16/2018,1
19,Elise Stefanik,elisestefanik,politician,"Great Five Towns GOTV Rally this morning in Corinth! Thanks to the voters from Edinburg, Day, Hadley, Providence, and Corinth for participating and taking yard signs #NY21 🇺🇸",10/6/2018,1
20,Elise Stefanik,elisestefanik,politician,Great turnout at today’s Meet and Greet in Milton! This is another Elise - I always love meeting the young Elises across the district and the country #NY21 🇺🇸,10/20/2018,1
1,Hakeem Jeffries,repjeffries,politician,"One yr ago, a mother lost a son, a wife lost a husband, children lost a father and heaven gained a martyr #EricGarner",7/17/2015,0
2,Hakeem Jeffries,repjeffries,politician,"Ghost in the House, taking #Power to another level! Brilliant writing, Courtney & acting, Omari!",7/23/2015,0
3,Hakeem Jeffries,repjeffries,politician,A strong step in the right direction @corybooker @jasoninthehouse #criminaljusticereform http://www.wsj.com/articles/pell-grants-to-be-restored-for-prisoners-1438029241,7/28/2015,0
4,Hakeem Jeffries,repjeffries,politician,Law school graduation. Seems like yesterday. @nyulaw #magnacumlaude #TBT,7/30/2015,0
5,Hakeem Jeffries,repjeffries,politician,Had a remarkable discussion with legendary Talking Heads frontman David Byrne #TBT,8/13/2015,0
6,Hakeem Jeffries,repjeffries,politician,"Legendary Congressman, Statesman, #Kappa Man & Attorney Extraordinaire #LouisStokes departs for Heaven. May he Rest In Peace.",8/19/2015,0
7,Hakeem Jeffries,repjeffries,politician,Left for New Orleans this morning with @BarackObama & Rep. Richmond to commemorate the 10th anniversary of #HurricaneKatrina,8/27/2015,0
8,Hakeem Jeffries,repjeffries,politician,Inspirational night at the CBCF Phoenix Award dinner with @repjohnlewis & @omarihardwickofficial,9/22/2015,0
9,Hakeem Jeffries,repjeffries,politician,Discussed #votingrights and the absurdity of inmate #redistricting with @rolandsmartin on NewsOne this morning.,10/9/2015,0
10,Hakeem Jeffries,repjeffries,politician,"""I made a promise to the district I represent to be the strongest possible voice. In order to be that voice, I've got to have the opportunity to serve in the majority, because that's when you can be most effective as a member of Congress."" #PoliticoPlaybook @politico
http://www.politico.com/events/2015/11/new-york-playbook-215348?slide=2",11/16/2015,0
11,Hakeem Jeffries,repjeffries,politician,Republicans may shutdown government in 2 days. White House wasting taxpayer dollars on holiday party tonight. Are you kidding me?‬,12/6/2017,1
12,Hakeem Jeffries,repjeffries,politician,Blasted so-called President on House Floor this morning. How dare this guy lecture us about TREASON?? #FakePresident #NotToday #GetYourBoy,2/6/2018,1
13,Hakeem Jeffries,repjeffries,politician,"Dropping 🔥 for the next 10 days. Each day, I will honor female MCs who have ripped the track over their male counterparts. Updates each day on Twitter and FB!
http://www.complex.com/music/2018/02/brooklyn-congressman-to-honor-female-hip-hop-artists-for-womens-history-month.

#WomensHistoryMonth #HipHop #StraightOuttaCongress",3/1/2018,1
14,Hakeem Jeffries,repjeffries,politician,Thankful to those who came out this weekend to our community conversation on gun violence prevention. #Enough #Brooklyn #Parkland,4/8/2018,1
15,Hakeem Jeffries,repjeffries,politician,‪Raining outside? No Problem. The people of East New York aren’t fazed #CongressOnYourCorner marches on! ‬,5/12/2018,1
16,Hakeem Jeffries,repjeffries,politician,"Made a surprise #FathersDay visit to Trump’s immigration detention center. Planned to meet with dads separated from their families. They refuse to let us in.
.
We will #resist ✊🏾
.
.
#KeepingFamiliesTogether",6/17/2018,1
17,Hakeem Jeffries,repjeffries,politician,"African Americans are about 13% of the US, but just 3% of Silicon Valley, which is unacceptable. Hats off to @congressionalblackcaucus and all involved in starting the conversation.
#Tech
#CBCTech2020",8/9/2018,1
18,Hakeem Jeffries,repjeffries,politician,"#ShirleyChisholm was an icon, not just for all of us in #Brooklyn, but for the entire nation. I am proud New York City’s newest and biggest state park will bear her name.",9/6/2018,1
19,Hakeem Jeffries,repjeffries,politician,Democrats are #ForThePeople. Republicans are for the corrupt special interests. It’s as true today as it was when I said this months ago. #FBF #EndCorruption #FightingForThePeople #Democrats,10/12/2018,1
20,Hakeem Jeffries,repjeffries,politician,The time has come. @dougcollinsga and I passed the #FirstStepAct in May. Now the Senate must act. #criminaljustice #criminaljusticereform #prisonreform @nytimes,11/14/2018,1
